# Phenotype data for Lg/Sm mouse advanced intercross line. This table
# includes phenotype data from 3-day fear conditioning study for 490
# mice (249 males and 241 females) from the F2 cross, and 687 mice
# (353 males and 334 females) from the F34 cross. See phenome.jax.org
# for details on the LG/J and SM/J mouse strains.
#
# The table is stored in comma-delimited ("csv") format. Each row
# corresponds to an individual mouse. Missing entries are marked as
# "NA".
# 
# The columns of the table are:
#
#  (1) id (a unique number assigned to each individual)
#  (2) filial generation (either F2 or F34)
#  (3) sex (M = male, F = female)
#  (4) coat color (W = white, B = black, A = agouti)
#  (5) age (in days)
#  (6) litter id
#  (7) litter size  
#  (8) distance traveled (in cm) along periphery of box
#  (9) distance traveled (in cm) in center of box
# (10) proportion of time spent in center of box
# (11) fecal boli 1 
# (12) fecal boli 2
# (13) average proportion of time freezing on Day 1 before mouse is
#      exposed to tones and shocks ("pre-training freezing")
# (14) average proportion of time freezing on Day 2 in an environment 
#      identical to Day 1 ("freezing to context")
# (15) average proportion of time freezing on Day 3 in an altered
#      environment, after the tone is presented at the same time as 
#      Day 1 ("freezing to cue")
# 
# Columns 8-10 are measurements obtained from "Open Field" testing,
# and columns 13-15 are measurements obtained from "Conditioned Fear"
# testing. Columns 16-18 are other phenotypes calculated from the
# "freezing" measurements.
#
id,generation,litterid,littersize,sex,coatcolor,age,distperiphery,distcenter,propcenter,FB1,FB2,pretrainfreeze,freezetocontext,freezetocue,learn,extinct,ctxtlearn
419,F34,2,8,F,A,58,3284,137,0.0572,3,4,0.0445,0.0588,0.27325,28.52,-13.21,1.43
421,F34,2,8,F,A,58,3781,485,0.0643,3,3,0.0249,0.0321,0.27735,39.26,-30.25,0.72
422,F34,2,8,F,A,58,3083,463,0.1322,1,4,0.0641,0.0927,0.32245,0.53,-17.65,2.86
423,F34,2,8,F,A,58,3219,1190,0.1705,3,2,0.0836,0.0838,0.304,49.09,-40.98,0.02
424,F34,2,8,M,A,58,1894,244,0.093,3,4,0.0979,0.18,0.47765,-9.82,-11.61,8.21
425,F34,2,8,F,B,58,4106,282,0.0672,2,0,0.0089,0.05,0.1473,27.67,-29.46,4.11
426,F34,2,8,M,B,58,4172,433,0.0905,0,5,0.0516,0.0713,0.3393,33.03,-14.28,1.97
427,F34,1,9,M,A,56,3235,389,0.0968,2,7,0.0445,0.0552,0.37945,45.54,-36.61,1.07
428,F34,1,9,M,A,56,2532,729,0.1513,6,6,0.0196,0.0534,0.08035,0.9,5.35,3.38
429,F34,1,9,F,A,56,3021,352,0.064,6,2,0.0302,0.0696,0.2143,9.98,-12.5,3.94
430,F34,1,9,F,B,56,2422,320,0.0558,3,7,0.1246,0.0429,0.05805,6.27,-4.47,-8.17
431,F34,1,9,M,B,56,2959,649,0.1167,1,5,0.0302,0.1103,0.5179,46.43,0,8.01
432,F34,1,9,F,W,56,2576,682,0.142,3,3,0.0036,0.0143,0.1205,19.64,-15.18,1.07
433,F34,1,9,F,W,56,4086,805,0.1148,2,4,0.0641,0.0643,0.12055,8.04,8.03,0.02
434,F34,1,9,F,W,56,3138,570,0.1372,1,1,0.0231,0.0802,0.54465,71.43,-33.93,5.71
435,F34,1,9,M,W,56,1971,559,0.1245,4,3,0.0427,0.0658,0.5268,58.04,-23.22,2.31
436,F34,2,7,M,A,56,3556,298,0.064,3,3,0.0872,0.0802,0.8527,81.25,-9.82,-0.7
437,F34,2,7,F,A,56,3001,345,0.1003,3,3,0.0605,0.0391,0.192,26.79,-15.18,-2.14
438,F34,2,7,M,A,56,2117,281,0.077,0,2,0.0534,0.0231,0.47765,37.5,-6.25,-3.03
439,F34,2,7,M,A,56,2110,95,0.0482,0,2,NA,0.0338,0.23215,7.14,-10.71,NA
440,F34,2,7,F,B,56,3202,470,0.0802,2,4,0.0516,0,0.2991,45.53,-49.1,-5.16
441,F34,2,7,F,B,56,3720,556,0.0982,1,5,0.0658,0.0498,0.33485,31.25,-18.75,-1.6
442,F34,2,7,F,B,56,NA,596,0.0595,5,4,0.0605,0.089,0.19195,27.68,-16.97,2.85
443,F34,2,4,F,B,76,1421,164,0.253,1,4,0.0214,0.0357,0.6027,43.75,9.82,1.43
444,F34,2,4,M,B,76,2669,106,0.0455,1,2,NA,NA,NA,NA,NA,NA
445,F34,2,4,M,B,76,2182,121,0.0542,4,3,0.016,0.0911,0.78575,86.61,-16.07,7.51
447,F34,2,11,M,A,76,2585,419,0.1242,2,5,0.0804,0.1584,0.29465,47.32,-35.71,7.8
448,F34,2,11,F,A,76,2529,621,0.099,1,3,0.025,0.2438,0.2009,25,-13.4,21.88
449,F34,2,11,M,A,76,2259,185,0.0688,5,2,0.0911,0.0783,0.2143,8.04,19.64,-1.28
450,F34,2,11,F,A,76,3310,250,0.0615,0,1,0.1052,0.121,0.3125,19.64,19.64,1.58
451,F34,2,11,F,A,76,2541,678,0.137,2,1,0.0677,0.1708,0.25445,-1.79,36.61,10.31
452,F34,2,11,M,A,76,2926,140,0.0497,0,4,0.0374,0.0961,0.08035,-10.71,3.57,5.87
453,F34,2,11,M,A,76,2010,401,0.1065,0,1,0.0836,0.1459,0.4286,58.93,-32.14,6.23
454,F34,2,11,F,A,76,3208,410,0.1105,2,3,0.0909,0.0996,0.1161,-0.89,12.5,0.87
455,F34,2,11,F,A,76,2964,578,0.1048,2,3,0.0427,0.1548,0.46875,34.82,13.39,11.21
456,F34,2,11,M,B,76,2537,330,0.0788,3,2,0.0391,0.073,0.0536,5.36,0,3.39
457,F34,2,11,M,B,76,2807,777,0.146,4,4,0.0839,0.0623,0.06695,13.39,-13.39,-2.16
458,F34,2,6,F,B,76,3723,764,0.0878,4,3,0.0107,0.1228,0.28575,50,-46.43,11.21
459,F34,2,6,F,B,76,2125,770,0.1687,5,3,0.0391,0.032,0.0982,8.92,-1.78,-0.71
460,F34,2,6,M,B,76,2378,503,0.1448,3,0,0.0854,0.3381,0.70535,46.43,28.57,25.27
461,F34,2,6,F,W,76,2889,1390,0.2492,3,4,0.016,0.0214,0.3482,42.85,-19.64,0.54
463,F34,2,6,F,W,76,4035,949,0.0975,5,4,0.0214,0.0534,0.59825,64.29,-8.93,3.2
464,F34,2,6,F,B,76,3293,937,0.1323,3,4,0.0178,0.0321,0.12055,17.86,-11.61,1.43
465,F34,2,6,F,B,76,2625,663,0.092,2,1,NA,NA,NA,NA,NA,NA
466,F34,2,6,F,B,76,3327,1285,0.1785,1,2,0.0267,0.0357,0.0402,8.04,-8.04,0.9
467,F34,2,6,M,B,76,2741,883,0.1567,3,4,0.0553,0.0107,0.15175,25.89,-21.43,-4.46
468,F34,2,6,F,B,76,4259,747,0.0782,2,3,0.032,0.0463,0.00895,1.79,-1.79,1.43
469,F34,2,6,M,B,76,2587,518,0.1055,1,4,NA,NA,NA,NA,NA,NA
470,F34,2,11,M,A,75,3652,157,0.0443,2,5,0.0641,0.153,0.1384,7.15,-13.4,8.89
471,F34,2,11,F,A,75,2984,878,0.0915,NA,3,0.0374,0.0605,0.49105,21.43,16.07,2.31
472,F34,2,11,M,A,75,2011,691,0.2112,0,6,0.1141,NA,0.73215,34.82,8.93,NA
473,F34,2,11,M,A,75,2038,205,0.133,1,4,NA,0.1103,0.73215,56.25,33.93,NA
474,F34,2,11,M,A,75,2651,285,0.066,2,3,0.1016,0.258,0.3348,32.14,2.68,15.64
475,F34,2,11,F,A,75,2742,685,0.15,2,1,0.0374,0.0694,0.8616,72.32,-13.4,3.2
476,F34,2,11,M,A,75,2041,473,0.1157,0,3,0.1246,0.2865,0.8259,53.57,0.9,16.19
477,F34,2,11,M,B,75,3255,537,0.0818,1,4,NA,0.1352,0.2366,18.75,-25.9,NA
478,F34,2,11,M,B,75,2735,696,0.1202,1,4,0.0143,0.1676,0.15625,8.04,8.03,15.33
479,F34,2,11,F,B,75,3198,1415,0.2213,4,2,0.0302,0.0605,0.26785,31.25,-19.65,3.03
480,F34,2,11,F,B,75,1473,240,0.0852,3,2,NA,NA,NA,NA,NA,NA
482,F34,2,9,F,B,74,2133,511,0.0878,3,1,0.0285,0.1637,0.40625,47.32,-13.39,13.52
483,F34,2,9,F,B,74,4138,692,0.1237,2,1,0.016,0.1157,0.6384,23.22,22.32,9.97
484,F34,2,9,M,B,74,3297,564,0.114,0,6,0.0765,0.0268,0.00895,1.79,-1.79,-4.97
486,F34,2,9,F,B,74,4148,242,0.0482,2,2,0.0302,0.0801,0.08035,13.39,-10.71,4.99
487,F34,2,9,F,B,74,4083,1298,0.1933,3,2,0.0658,0.073,0.0491,-5.36,2.68,0.72
490,F34,2,2,M,B,74,2817,648,0.1227,0,0,0.1075,0.0927,0.00895,0,1.79,-1.48
491,F34,2,2,M,W,74,1831,439,0.1143,3,4,0.0215,0.041,0.0893,12.5,-7.14,1.95
492,F34,2,5,M,A,75,3039,440,0.0828,2,4,0.0516,0.3007,0.7991,16.96,27.68,24.91
493,F34,2,5,M,A,75,2468,178,0.0357,3,3,0.1299,0.1744,0.4866,25,36.6,4.45
494,F34,2,5,M,W,75,2917,545,0.144,2,2,0.0107,0.0142,0.6161,35.72,25,0.35
495,F34,2,5,M,W,75,3492,838,0.1853,0,0,0.0232,0.0231,0.27675,44.64,-33.93,-0.01
496,F34,2,5,M,W,75,2503,808,0.1912,3,2,0.0214,NA,0.89285,79.46,8.93,NA
498,F34,2,2,F,W,73,4141,582,0.0637,4,2,0.0036,0.1566,0.7589,65.17,17.86,15.3
499,F34,2,8,F,A,72,2705,341,0.0775,4,4,0.0873,0.1744,0.1741,25,-15.18,8.71
500,F34,2,8,F,A,72,2628,166,0.0467,1,5,0.0535,0.1495,0.1741,9.82,11.6,9.6
501,F34,2,8,F,B,72,3190,219,0.0573,2,5,0.0125,0.0196,0.0893,17.86,-17.86,0.71
502,F34,2,8,F,B,72,3967,259,0.0735,4,2,0.0196,0.0267,0.28125,35.71,-15.17,0.71
503,F34,2,8,M,W,72,2848,940,0.1322,2,6,0.0765,0.0587,0.0982,9.82,0,-1.78
504,F34,2,8,M,W,72,2479,576,0.1133,3,5,0.016,0.0107,0.24555,36.61,-24.11,-0.53
505,F34,2,8,F,W,72,2942,370,0.0872,2,1,0.0302,0.0107,0.2991,37.5,-15.18,-1.95
506,F34,2,8,F,W,72,3546,506,0.0757,2,3,0.0107,0.0053,0.72325,63.4,8.93,-0.54
507,F34,1,5,M,W,72,2094,656,0.1695,2,3,0.0107,0.0605,0.7009,63.39,9.82,4.98
508,F34,1,5,F,W,72,2366,21,0.0232,2,4,0.0196,0.0285,0.3616,41.96,-11.6,0.89
509,F34,1,5,M,W,72,2963,485,0.1563,1,0,0.0302,0.048,0.6027,46.43,27.68,1.78
510,F34,1,5,M,W,72,2801,504,0.104,2,2,0.0071,0.048,0.12055,8.93,6.25,4.09
511,F34,1,5,F,W,72,2146,168,0.0527,4,2,0,0.3737,0.84375,84.82,-6.25,37.37
512,F34,1,8,M,B,71,3470,325,0.0697,6,4,0.0231,0.0302,0.1295,16.07,-9.82,0.71
513,F34,1,8,M,B,71,2460,349,0.084,1,4,0.0374,0.274,0.5223,40.17,20.54,23.66
514,F34,1,8,M,B,71,3035,171,0.0572,1,3,0.0712,0.1352,0.08035,4.46,1.79,6.4
515,F34,1,8,M,B,71,2940,185,0.045,1,1,0.0142,0.2153,0.7366,58.93,29.46,20.11
516,F34,1,8,F,B,71,2845,410,0.0715,5,1,0.016,0.0589,0.00895,-1.79,1.79,4.29
517,F34,1,8,M,B,71,3250,560,0.1065,2,3,0.0285,0.0178,0.04465,0,8.93,-1.07
518,F34,1,8,F,W,71,3071,349,0.074,4,5,0.0214,0.125,0.49555,34.82,29.47,10.36
519,F34,1,8,M,W,71,2082,489,0.1843,0,3,0.0302,0.0534,0.2366,25,-2.68,2.32
520,F34,1,5,F,B,70,3435,205,0.0545,0,1,0.0338,0.0338,0.12945,24.1,-25.89,0
521,F34,1,5,F,B,70,2211,191,0.0518,3,3,0.0196,0.0178,0.21875,8.04,8.03,-0.18
522,F34,1,5,F,W,70,2363,1193,0.3008,6,8,0.0142,0.1352,0.16965,26.79,-33.93,12.1
523,F34,1,5,F,W,70,2044,1014,0.2165,8,4,0.0125,0.0534,0.05805,3.57,-6.25,4.09
525,F34,2,11,M,A,67,2208,410,0.1888,1,1,0.048,0.1441,0.26785,31.25,-8.93,9.61
526,F34,2,11,M,A,67,1851,12,0.0082,5,2,0.0089,0.0607,0.1518,25,-19.64,5.18
527,F34,2,11,M,B,67,2202,28,0.0212,5,4,0.0089,0.4482,0.66075,35.72,33.93,NA
528,F34,2,11,F,B,67,2868,546,0.0958,3,3,0.0463,0.2811,0.6518,55.36,-12.5,23.48
529,F34,2,11,F,B,67,3768,868,0.1532,2,2,0.0498,0.2117,0.0848,3.57,-4.46,16.19
530,F34,2,11,M,W,67,3416,399,0.0757,2,4,0.0107,0.347,0.80805,77.68,6.25,33.63
531,F34,2,11,F,W,67,NA,614,0.074,2,0,0,0.1228,0.40625,65.18,-59.83,12.28
532,F34,2,11,M,W,67,3111,652,0.1085,1,0,0,NA,0.8839,38.39,7.14,NA
533,F34,2,11,F,W,67,3861,452,0.0678,3,1,0.0071,0.0356,0.28125,28.57,-18.75,2.85
534,F34,2,11,F,W,67,2788,1011,0.1798,1,1,0.0107,0.0534,0.6607,58.92,10.72,4.27
535,F34,2,11,M,W,67,3116,440,0.0812,3,2,0,NA,0.66515,67.85,-18.75,NA
536,F34,2,5,F,A,67,NA,NA,NA,3,4,0.0142,NA,0.8884,55.36,-0.9,NA
537,F34,2,5,F,A,67,NA,NA,NA,2,1,0.0231,0.0554,0.6429,29.47,25,3.23
539,F34,2,5,F,A,67,NA,NA,NA,3,3,0.0071,NA,0.84375,-0.9,16.97,NA
540,F34,2,5,F,A,67,NA,NA,NA,1,4,0.0801,0.1429,0.5089,66.96,-32.14,6.28
541,F34,2,11,F,A,66,3112,281,0.0497,5,6,0.0196,0.0658,0.683,58.92,2.68,4.62
542,F34,2,11,M,A,66,2638,211,0.0663,4,5,0.0267,0.2242,0.14285,24.11,-28.57,19.75
543,F34,2,11,M,A,66,2348,43,0.0168,2,4,0.0338,0.1317,0.54465,68.75,-32.15,9.79
544,F34,2,11,F,A,66,2153,400,0.0703,2,3,NA,NA,NA,NA,NA,NA
545,F34,2,11,M,A,66,1907,30,0.025,0,3,0.0356,0.0484,0.16515,-0.9,-6.25,1.28
546,F34,2,11,F,A,66,3199,869,0.1637,2,2,0.0498,0.153,0.3616,33.93,4.46,10.32
547,F34,2,11,M,A,66,1974,147,0.0923,1,4,0.0552,0.0391,0.0982,13.39,-7.14,-1.61
548,F34,2,11,F,B,66,3151,272,0.0383,5,3,0.048,0.0605,0.16075,17.86,-16.07,1.25
549,F34,2,11,M,B,66,1972,87,0.0453,2,5,0.0534,0.0125,0.4107,33.93,14.28,-4.09
550,F34,2,11,M,B,66,1735,23,0.0065,3,4,0.0516,0.1459,0.42855,21.43,10.71,9.43
551,F34,2,11,M,B,66,1659,38,0.0227,5,5,0.0196,0.0108,0.07145,3.57,-3.57,-0.88
552,F34,2,6,F,B,66,NA,6,0.0112,3,4,0.0338,0.0516,0.2902,43.75,-33.04,1.78
553,F34,2,6,F,W,66,2096,1262,0.2182,4,7,0.0125,0.089,0.4107,53.57,-25,7.65
554,F34,2,6,F,W,66,1997,726,0.1183,4,6,0.0178,0.3221,0.4375,50,-12.5,30.43
556,F34,2,6,M,W,66,1688,777,0.175,2,5,0.0214,0.1738,0.4554,39.29,12.5,15.24
557,F34,1,8,M,B,61,2593,633,0.165,4,5,0.0569,0.0481,0.02235,0.89,-0.89,-0.88
558,F34,1,8,M,B,61,2857,805,0.1152,2,5,0.0125,0.0196,0.04465,7.14,-5.35,0.71
559,F34,1,8,M,B,61,2613,108,0.0687,0,7,0.0498,0.275,0.308,14.28,15.18,22.52
560,F34,1,8,M,B,61,2300,389,0.097,3,4,0.0445,0.0696,0.0982,11.61,-10.72,2.51
561,F34,1,8,M,B,61,1869,349,0.0762,6,5,0.0623,0.0732,0.0491,9.82,-9.82,1.09
562,F34,1,8,M,B,61,2353,525,0.1832,4,3,0.0623,0.0552,0.3214,32.14,-5.36,-0.71
563,F34,1,8,M,B,61,2705,503,0.1068,0,4,0.0996,0.1708,0.0848,13.39,-16.96,7.12
564,F34,1,8,M,W,61,2294,909,0.2383,3,2,0.0196,0.0765,0.5,58.93,-17.86,5.69
565,F34,1,2,M,A,60,3456,522,0.1138,2,0,0.0445,0.3274,0.71875,46.43,-4.47,28.29
566,F34,1,2,F,A,60,NA,550,0.0857,2,3,0.0267,0.1393,0.36605,29.46,-10.71,11.26
567,F34,1,2,F,A,60,2998,577,0.1122,2,3,0.089,0.2786,0.2098,35.71,-29.46,18.96
568,F34,1,2,F,A,60,4645,291,0.0467,3,1,NA,NA,NA,NA,NA,NA
569,F34,1,10,M,B,60,3035,272,0.0677,0,2,0.0979,0.1139,0.59825,36.61,8.93,1.6
570,F34,1,10,M,B,60,3352,787,0.1508,1,3,0.0587,0.1014,0.56695,56.25,-25.89,4.27
571,F34,1,10,M,B,60,2647,635,0.087,0,1,0.0925,0.105,0.4643,66.97,-48.22,1.25
572,F34,1,10,M,B,60,2861,411,0.0717,0,2,0.0196,0.0143,0.6652,70.54,-8.04,-0.53
573,F34,1,10,F,B,60,3319,603,0.1023,2,3,0.0107,0.3393,0.37945,41.96,-33.03,32.86
574,F34,1,10,M,B,60,2744,101,0.0355,0,2,0.0587,0.0589,0.64735,67.86,-18.75,0.02
575,F34,1,10,M,W,60,3688,738,0.0932,0,3,0.0089,NA,0.70535,50.89,-10.71,NA
576,F34,1,10,F,W,60,3755,406,0.0605,4,4,0.0249,0.1571,0.76785,80.35,-10.71,13.22
577,F34,1,10,F,W,60,2636,976,0.1543,5,4,0.0107,NA,0.7098,73.21,-16.96,NA
578,F34,1,10,M,W,60,3453,616,0.0722,4,0,0.032,0.0356,0.57145,76.79,-39.29,0.36
579,F34,1,3,M,B,58,2582,921,0.121,5,8,0.0196,0.0231,0.0268,1.78,-1.78,0.35
580,F34,1,3,M,B,58,2921,549,0.105,4,7,0.0552,0.0214,0.20535,32.15,-32.15,-3.38
581,F34,1,3,F,B,58,2738,240,0.0688,2,1,0.0267,0.0661,0.21875,25.89,-8.03,3.94
582,F34,1,10,F,A,55,2982,544,0.0987,2,3,0.048,0.0945,0.11605,13.39,-3.57,4.65
583,F34,1,10,M,A,55,2518,454,0.1053,3,1,NA,0.0374,0.36605,50.89,-28.57,NA
584,F34,1,10,F,A,55,2947,356,0.0753,3,0,0.073,0.2709,0.8527,25,4.46,19.79
585,F34,1,10,F,A,55,3138,808,0.1432,4,4,0.0285,0.066,0.50445,55.36,-18.75,3.75
586,F34,1,10,M,A,55,2495,304,0.0728,3,3,0.1157,0.1352,0.05805,7.14,-8.03,1.95
587,F34,1,10,F,B,55,3164,572,0.1115,5,3,0.0374,0.0267,0.3393,28.57,-12.5,-1.07
588,F34,1,10,M,B,55,3029,216,0.0422,4,3,0.1228,0.1014,0.53575,44.65,-3.57,-2.14
589,F34,1,10,F,B,55,2780,869,0.1272,1,1,0.0338,0.0285,0.0134,0,2.68,-0.53
590,F34,1,10,M,B,55,2604,201,0.0572,1,0,0.0445,0.041,0.0625,10.71,-12.5,-0.35
591,F34,1,10,M,B,55,1549,58,0.0927,1,0,0.0801,0.0998,0.37055,8.04,NA,1.97
592,F34,1,6,M,A,54,3397,478,0.0843,7,2,0.0409,0.2829,0.34375,33.03,-0.89,24.2
593,F34,1,6,F,A,54,3041,1448,0.1887,2,0,0.0409,0.2531,0.3036,40.18,-19.64,21.22
594,F34,1,6,F,A,54,1926,502,0.1125,3,4,0.1068,0.3494,0.4866,33.93,-13.4,24.26
595,F34,1,6,F,W,54,4251,1312,0.1478,3,5,0.0178,0.1034,0.66515,65.17,-13.39,8.56
596,F34,1,6,F,W,54,2638,NA,0.2645,1,1,0.0071,0.0267,0.39735,39.29,0.89,1.96
597,F34,1,6,M,W,54,2342,1266,0.263,2,4,0.0374,0.0267,0.14285,21.43,-14.29,-1.07
598,F34,2,6,F,W,66,2156,869,0.2027,0,0,0.0125,0.1103,0.4018,30.36,19.64,9.78
599,F34,2,4,M,W,65,NA,NA,NA,4,7,0.0338,0.1034,0.57145,37.5,33.93,6.96
600,F34,2,4,M,W,65,NA,NA,NA,7,6,NA,NA,NA,54.46,0.9,11.77
601,F34,2,4,M,W,65,NA,NA,NA,3,7,NA,NA,NA,25.89,-6.25,0.71
602,F34,2,4,M,W,65,NA,NA,NA,6,4,NA,NA,NA,41.07,3.57,13.73
603,F34,2,9,M,B,65,2399,263,0.0742,0,3,NA,NA,NA,-6.25,-7.15,4.09
604,F34,2,9,M,B,65,2019,355,0.1012,3,4,0.048,0.0804,0.0491,6.25,-2.68,3.24
605,F34,2,9,M,B,65,2277,754,0.1678,4,4,0.0587,0.0641,0.1875,26.79,-16.08,0.54
606,F34,2,9,M,B,65,2243,293,0.1058,2,3,0.0676,0.0267,0.1607,32.14,-32.14,-4.09
607,F34,2,9,M,B,65,2807,350,0.0678,0,2,0.0747,0.0587,0,0,0,-1.6
608,F34,2,9,F,B,65,2280,228,0.0643,1,2,0.0071,0.0768,0.47765,50,-18.75,6.97
609,F34,2,9,M,B,65,2663,489,0.1142,3,2,0.0356,0.1441,0.7991,59.82,8.04,10.85
610,F34,2,9,M,B,65,2581,387,0.0868,1,6,0.032,0.0304,0.01785,0,3.57,-0.16
611,F34,2,9,F,B,65,2418,234,0.051,4,4,0.0285,0.0482,0.0893,3.57,7.14,1.97
612,F34,2,3,M,B,64,668,36,0.0238,5,2,0.0178,0.1872,0.433,38.39,2.68,16.94
613,F34,2,3,M,NA,64,2112,450,0.1552,9,4,0.0302,0.1319,0.5402,61.61,-15.18,10.17
614,F34,2,3,F,B,64,2979,238,0.0872,5,4,0.0302,0.0783,0.17855,16.07,3.57,4.81
615,F34,2,4,M,W,64,2761,706,0.1295,0,1,0.0142,0.0232,0.09375,5.35,-2.67,0.9
616,F34,2,4,F,W,64,NA,755,0.083,4,2,0.0089,0.016,0.15625,25.89,-20.53,0.71
617,F34,2,4,F,W,64,3101,392,0.08,1,6,0,0.0838,0.50445,41.96,13.39,8.38
618,F34,2,4,M,W,64,2743,358,0.0882,0,4,0.0231,0.0909,0.24105,15.18,10.71,6.78
619,F34,2,7,F,B,64,1944,27,0.0198,5,6,0.0231,0.2473,0.64735,5.36,-0.89,22.42
620,F34,2,7,F,B,64,1899,299,0.106,3,5,0.0356,0.1317,0.73215,88.39,-30.35,9.61
621,F34,2,7,M,B,64,NA,NA,NA,7,4,0.0587,0.0409,0.14735,6.25,13.39,-1.78
622,F34,2,7,F,W,64,2366,368,0.0792,5,5,NA,NA,NA,33.04,1.78,0
623,F34,2,7,F,W,64,2932,552,0.1173,2,3,0.0214,0.1388,0.57145,48.22,-1.79,11.74
624,F34,2,7,M,W,64,NA,NA,NA,5,6,0.0302,0.0125,0.13395,13.39,-3.57,-1.77
625,F34,2,7,F,W,64,2849,161,0.0403,2,4,NA,NA,NA,58.04,1.78,1.6
626,F34,2,6,M,W,63,NA,NA,NA,5,3,0.0516,0.0107,0.0982,15.18,-10.72,-4.09
627,F34,2,6,F,W,63,2670,592,0.0985,4,9,NA,NA,NA,18.75,3.57,0.89
628,F34,2,6,F,W,63,2378,561,0.1072,3,3,0.0071,0.1444,0.80355,52.67,26.79,13.73
629,F34,2,6,F,W,63,2354,466,0.1255,8,5,0.016,0.057,0.3884,31.25,15.18,4.1
630,F34,2,6,F,W,63,3077,665,0.1163,5,2,0.0178,0.0499,0.6473,59.82,-8.04,3.21
631,F34,2,6,M,W,63,NA,NA,NA,7,4,0.0231,0.0641,0.5625,48.21,3.58,4.1
632,F34,2,3,F,B,63,3208,512,0.0945,2,4,NA,NA,NA,16.07,-5.36,1.78
633,F34,2,3,F,B,63,2155,20,0.0202,9,5,0.0428,0.1212,0.35715,24.11,23.21,7.84
634,F34,2,3,F,W,63,2801,715,0.1472,2,2,0.016,0.0053,0.0536,8.93,-7.14,-1.07
751,F34,3,5,M,W,66,2280,35,0.0185,3,2,0.0285,0.0536,0.6384,33.03,38.4,2.51
752,F34,3,5,F,W,66,2658,776,0.1623,3,2,0.0036,0.0747,0.0357,0,7.14,7.11
753,F34,3,5,M,W,66,1821,266,0.162,3,2,0.0658,0.0411,0.48215,56.25,-16.07,-2.47
754,F34,3,5,F,W,66,3129,706,0.0888,4,4,0.0409,0.032,0.49555,50,-18.75,-0.89
755,F34,3,5,M,W,66,1459,164,0.0642,2,4,0.0214,0.0393,0.01785,3.57,-3.57,1.79
756,F34,2,6,M,B,66,2974,510,0.0802,5,6,0.0783,0.0536,0.1741,15.18,4.46,-2.47
757,F34,2,6,F,B,66,2930,228,0.0478,4,7,0.0107,0.0196,0.2857,36.61,-42.86,0.89
758,F34,2,6,F,B,66,2208,71,0.034,3,5,0.0445,0.0766,0.6339,66.96,-12.5,3.21
759,F34,2,6,F,B,66,3447,506,0.1067,2,6,0.0569,0.1604,0.00895,1.79,-1.79,10.35
760,F34,2,6,F,W,66,3514,662,0.1263,1,2,0.0196,0.0071,0.0893,11.61,-14.28,-1.25
761,F34,2,6,M,W,66,2275,337,0.1053,5,8,0.0214,0.1786,0.433,37.5,-9.82,15.72
762,F34,1,6,M,A,66,2089,307,0.12,7,4,0.032,0.0836,0.10715,12.5,-7.15,5.16
763,F34,1,6,M,B,66,1952,196,0.0695,3,5,0.0801,0.048,0.55355,57.14,-10.71,-3.21
764,F34,1,6,F,B,66,2125,182,0.0575,5,6,0.0036,0.2321,0.58485,58.93,-13.39,22.85
765,F34,1,6,M,B,66,2254,99,0.0598,2,3,0.0979,0.2883,0.15625,23.21,-20.53,19.04
766,F34,1,6,F,B,66,2550,122,0.037,2,7,0.0302,0.0946,0.29465,29.46,-23.21,6.44
767,F34,1,6,F,W,66,2036,725,0.238,4,8,0.0071,0.1179,0.5089,49.1,0,11.08
768,F34,2,3,F,W,65,2497,375,0.1113,7,8,0.0142,0.0907,0.27675,33.92,-16.07,7.65
769,F34,2,3,M,W,65,2308,220,0.1003,6,3,0.0552,0.3559,0.4777,43.75,8.04,30.07
770,F34,2,3,M,W,65,1720,201,0.116,0,6,0.0374,0.0498,0.23215,27.68,-8.93,1.24
771,F34,2,1,M,B,65,2067,233,0.0528,0,8,0.0569,0.0302,0.32585,30.35,-6.25,-2.67
772,F34,3,1,F,B,65,2700,326,0.0553,5,8,0.0302,0.0712,0.375,49.11,-30.36,4.1
875,F34,2,2,M,B,59,2331,61,0.0367,4,7,0.0249,0.0554,0.59375,62.5,-9.83,3.05
876,F34,2,2,M,W,59,2772,363,0.1257,0,0,0.0107,0.025,0.2098,35.71,-29.46,1.43
878,F34,2,5,F,W,59,3983,256,0.0618,1,3,0,0.0142,0.2366,27.68,-8.04,1.42
879,F34,2,5,F,W,59,2413,66,0.0392,3,2,0.0267,0.0427,0.43305,34.82,13.39,1.6
880,F34,2,5,M,W,59,1449,476,0.2622,3,6,0.0463,0.1744,0.78575,89.29,-21.43,12.81
881,F34,2,5,F,W,59,2385,177,0.0712,5,5,0.0249,0.0267,0.79015,78.57,0.89,0.18
882,F34,2,5,M,W,59,2570,480,0.1153,7,0,0,0.0338,0.13395,19.64,-23.21,3.38
883,F34,1,1,F,A,58,2063,214,0.109,5,7,0.0907,0.2171,0.73215,91.96,-41.07,12.64
884,F34,3,7,M,B,58,2234,316,0.0847,3,2,0.0783,0.0768,0.21425,35.71,-28.57,-0.15
885,F34,3,7,F,B,58,2851,105,0.0483,3,5,0.0605,0.1299,0.27235,30.36,-6.25,6.94
886,F34,3,7,F,B,58,1853,98,0.0457,1,2,0,0.0943,0.47765,50.89,-6.25,9.43
